test
test 2
test 3
model: 0, 2, 16 begin
Epoch 0: train loss 1.5689501762390137, test loss 1.564056634902954, adv 0.04672009282143463, acc 0.5685307017543859
Epoch 1: train loss 1.0349417924880981, test loss 1.349152684211731, adv 0.07065990750622553, acc 0.6084155701754386
Epoch 2: train loss 0.9435307383537292, test loss 1.296210765838623, adv 0.09164302832855875, acc 0.6273300438596491
Epoch 3: train loss 0.8250726461410522, test loss 1.2997798919677734, adv 0.12339461162912613, acc 0.6270559210526315
Epoch 4: train loss 0.9165375828742981, test loss 1.3302371501922607, adv 0.16163913151341536, acc 0.6252741228070176
Epoch 5: train loss 0.7782257795333862, test loss 1.38990318775177, adv 0.18943377988728494, acc 0.6232182017543859
Epoch 6: train loss 0.4859999418258667, test loss 1.4515502452850342, adv 0.20925999714467602, acc 0.6248629385964912
Epoch 7: train loss 0.5155126452445984, test loss 1.5493786334991455, adv 0.25114607907843245, acc 0.6111567982456141
Epoch 8: train loss 0.42901891469955444, test loss 1.6313886642456055, adv 0.28251529470688463, acc 0.6108826754385965
Epoch 9: train loss 0.33146846294403076, test loss 1.7877577543258667, adv 0.30505684903293456, acc 0.5996436403508771
Epoch 10: train loss 0.5658594965934753, test loss 1.8951144218444824, adv 0.34530111966148025, acc 0.5966282894736842
Epoch 11: train loss 0.2267123907804489, test loss 2.1020381450653076, adv 0.3568438254788519, acc 0.5870339912280702
Epoch 12: train loss 0.19475141167640686, test loss 2.2789318561553955, adv 0.38440501600853794, acc 0.5807291666666666
Epoch 13: train loss 0.14930234849452972, test loss 2.392503023147583, adv 0.3988893491733603, acc 0.5804550438596491
Epoch 14: train loss 0.21103255450725555, test loss 2.5920569896698, adv 0.4349543440712239, acc 0.5685307017543859
Epoch 15: train loss 0.13344748318195343, test loss 2.7612950801849365, adv 0.43007674268381735, acc 0.5775767543859649
Epoch 16: train loss 0.08454154431819916, test loss 2.9827725887298584, adv 0.4417233050609448, acc 0.5720942982456141
Epoch 17: train loss 0.15797923505306244, test loss 3.123488664627075, adv 0.46167736828062683, acc 0.5629111842105263
Epoch 18: train loss 0.0772564709186554, test loss 3.289588451385498, adv 0.46318021658334735, acc 0.5670230263157895
Epoch 19: train loss 0.19846905767917633, test loss 3.5332391262054443, adv 0.4706169313692449, acc 0.5692160087719298
model: 0, 2, 64 begin
Epoch 0: train loss 1.3870649337768555, test loss 1.5483624935150146, adv 0.03665346664419855, acc 0.557702850877193
Epoch 1: train loss 1.2329434156417847, test loss 1.370177984237671, adv 0.06637267946413528, acc 0.5955317982456141
Epoch 2: train loss 1.0844755172729492, test loss 1.3183335065841675, adv 0.08673090560579677, acc 0.6212993421052632
Epoch 3: train loss 1.1438347101211548, test loss 1.319895625114441, adv 0.11299491307644782, acc 0.6308936403508771
Epoch 4: train loss 0.896110475063324, test loss 1.3617212772369385, adv 0.13424879233836995, acc 0.6319901315789473
Epoch 5: train loss 0.8789044618606567, test loss 1.4125171899795532, adv 0.17097671389653435, acc 0.6255482456140351
Epoch 6: train loss 0.6614631414413452, test loss 1.4852832555770874, adv 0.19414404056432433, acc 0.615953947368421
Epoch 7: train loss 0.5849790573120117, test loss 1.5862804651260376, adv 0.21627426440300324, acc 0.6112938596491229
Epoch 8: train loss 0.699265718460083, test loss 1.6791993379592896, adv 0.24294419011777046, acc 0.6133497807017544
Epoch 9: train loss 0.45697006583213806, test loss 1.7638767957687378, adv 0.2724431100095489, acc 0.6080043859649122
Epoch 10: train loss 0.42812347412109375, test loss 1.8814427852630615, adv 0.29272073760976614, acc 0.609375
Epoch 11: train loss 0.3813946545124054, test loss 2.0187275409698486, adv 0.3253439846280589, acc 0.5996436403508771
Epoch 12: train loss 0.3341204524040222, test loss 2.2076237201690674, adv 0.34930559456271415, acc 0.5930646929824561
Epoch 13: train loss 0.16476325690746307, test loss 2.346926689147949, adv 0.3738201309704357, acc 0.5922423245614035
Epoch 14: train loss 0.23083418607711792, test loss 2.4966909885406494, adv 0.3966662336872063, acc 0.5840186403508771
Epoch 15: train loss 0.09101817011833191, test loss 2.7067997455596924, adv 0.4035593837180999, acc 0.5790844298245614
Epoch 16: train loss 0.1005464568734169, test loss 2.9036364555358887, adv 0.4210211820573312, acc 0.5818256578947368
Epoch 17: train loss 0.06898925453424454, test loss 3.0916805267333984, adv 0.43601602141024925, acc 0.5760690789473685
Epoch 18: train loss 0.20247666537761688, test loss 3.2756471633911133, adv 0.44853176079874174, acc 0.5744243421052632
Epoch 19: train loss 0.07165445387363434, test loss 3.4695372581481934, adv 0.45853358633376395, acc 0.565515350877193
model: 0, 5, 64 begin
Epoch 0: train loss 1.6781513690948486, test loss 1.5718865394592285, adv 0.044034742505944746, acc 0.5581140350877193
Epoch 1: train loss 1.1899336576461792, test loss 1.3491146564483643, adv 0.07011780551966895, acc 0.6030701754385965
Epoch 2: train loss 1.0115900039672852, test loss 1.2946233749389648, adv 0.09404269996629788, acc 0.6241776315789473
Epoch 3: train loss 0.6834002733230591, test loss 1.299391746520996, adv 0.11623114198917783, acc 0.6269188596491229
Epoch 4: train loss 0.7837384343147278, test loss 1.327984094619751, adv 0.1526068289052407, acc 0.6225328947368421
Epoch 5: train loss 0.9597576260566711, test loss 1.3894883394241333, adv 0.18503304101368678, acc 0.6207510964912281
Epoch 6: train loss 0.7359232902526855, test loss 1.4614346027374268, adv 0.20753246760845545, acc 0.6189692982456141
Epoch 7: train loss 0.6863455772399902, test loss 1.575778603553772, adv 0.23889363801044772, acc 0.6084155701754386
Epoch 8: train loss 0.5627568364143372, test loss 1.6741855144500732, adv 0.2738368357861034, acc 0.6082785087719298
Epoch 9: train loss 0.5210416316986084, test loss 1.7994235754013062, adv 0.2971090429515625, acc 0.6004660087719298
Epoch 10: train loss 0.38582101464271545, test loss 1.9461112022399902, adv 0.31589362279765576, acc 0.5988212719298246
Epoch 11: train loss 0.2847883999347687, test loss 2.084157943725586, adv 0.3548237422531783, acc 0.5933388157894737
Epoch 12: train loss 0.3397465646266937, test loss 2.297553539276123, adv 0.3717026273661742, acc 0.59375
Epoch 13: train loss 0.33278101682662964, test loss 2.4425292015075684, adv 0.386545192523732, acc 0.5897752192982456
Epoch 14: train loss 0.18670807778835297, test loss 2.654982805252075, adv 0.4144613969555693, acc 0.5895010964912281
Epoch 15: train loss 0.08440182358026505, test loss 2.8331758975982666, adv 0.4223094422288379, acc 0.5833333333333334
Epoch 16: train loss 0.0641179159283638, test loss 3.0223610401153564, adv 0.4364308625418937, acc 0.5868969298245614
Epoch 17: train loss 0.14346835017204285, test loss 3.2459583282470703, adv 0.46277854036772825, acc 0.5794956140350878
Epoch 18: train loss 0.06934967637062073, test loss 3.480588674545288, adv 0.4502788914321556, acc 0.5853892543859649
Epoch 19: train loss 0.03289880231022835, test loss 3.571105480194092, adv 0.46995634513845985, acc 0.5726425438596491
model: 0, 10, 64 begin
Epoch 0: train loss 1.435302734375, test loss 1.555210828781128, adv 0.04425737586361844, acc 0.565515350877193
Epoch 1: train loss 1.4904625415802002, test loss 1.3631099462509155, adv 0.07553238920406669, acc 0.6019736842105263
Epoch 2: train loss 1.4262633323669434, test loss 1.328348994255066, adv 0.10520581737160406, acc 0.6118421052631579
Epoch 3: train loss 0.9219897985458374, test loss 1.3192880153656006, adv 0.1260613847853358, acc 0.6206140350877193
Epoch 4: train loss 0.7964839935302734, test loss 1.3401135206222534, adv 0.15505521073227369, acc 0.6218475877192983
Epoch 5: train loss 0.8442473411560059, test loss 1.3920574188232422, adv 0.19647393814712866, acc 0.6181469298245614
Epoch 6: train loss 0.6207104921340942, test loss 1.4498364925384521, adv 0.2190523542380498, acc 0.6192434210526315
Epoch 7: train loss 0.5962491035461426, test loss 1.5509141683578491, adv 0.2507525943661181, acc 0.612390350877193
Epoch 8: train loss 0.3725694417953491, test loss 1.6727949380874634, adv 0.2721847851017619, acc 0.6038925438596491
Epoch 9: train loss 0.49913445115089417, test loss 1.8143647909164429, adv 0.3194147990039131, acc 0.5975877192982456
Epoch 10: train loss 0.4831494688987732, test loss 1.9683843851089478, adv 0.3426194262671085, acc 0.5910087719298246
Epoch 11: train loss 0.2876560091972351, test loss 2.114269733428955, adv 0.3634934245632759, acc 0.5916940789473685
Epoch 12: train loss 0.2507878839969635, test loss 2.3231465816497803, adv 0.3783172662847086, acc 0.5841557017543859
Epoch 13: train loss 0.09656915068626404, test loss 2.500230550765991, adv 0.3874943829691625, acc 0.5852521929824561
Epoch 14: train loss 0.07347410917282104, test loss 2.746094226837158, adv 0.3967156752607239, acc 0.5841557017543859
Epoch 15: train loss 0.09461191296577454, test loss 2.9009528160095215, adv 0.43777251376172555, acc 0.5810032894736842
Epoch 16: train loss 0.1415429264307022, test loss 3.132030487060547, adv 0.4413302591791645, acc 0.5771655701754386
Epoch 17: train loss 0.13330398499965668, test loss 3.310321807861328, adv 0.4490390488962534, acc 0.5731907894736842
Epoch 18: train loss 0.06374815851449966, test loss 3.5374767780303955, adv 0.46451396885356394, acc 0.5759320175438597
Epoch 19: train loss 0.09295777976512909, test loss 3.684258460998535, adv 0.47360478219962926, acc 0.5782620614035088
model: 1, False, 64 begin
Epoch 0: train loss 4.233875274658203, test loss 4.20444393157959, adv 0.004639170130502301, acc 0.05701754385964912
Epoch 1: train loss 4.053131103515625, test loss 4.089069843292236, adv 0.009567968413563221, acc 0.08086622807017543
Epoch 2: train loss 4.031713962554932, test loss 4.00356912612915, adv 0.009219683246269372, acc 0.10334429824561403
Epoch 3: train loss 3.895014762878418, test loss 3.9440739154815674, adv 0.011957693225860822, acc 0.11006030701754387
Epoch 4: train loss 3.810453414916992, test loss 3.8838367462158203, adv 0.008288777406429637, acc 0.1191063596491228
Epoch 5: train loss 4.357883930206299, test loss 4.374979019165039, adv 0.010695031502181263, acc 0.04139254385964912
Epoch 6: train loss 4.012897491455078, test loss 4.072818279266357, adv 0.009909671122844466, acc 0.0868969298245614
Epoch 7: train loss 3.759328603744507, test loss 4.005829334259033, adv 0.012121377015109791, acc 0.09375
Epoch 8: train loss 4.023655414581299, test loss 3.9630398750305176, adv 0.004426629875114718, acc 0.10293311403508772
Epoch 9: train loss 4.101294994354248, test loss 3.9202663898468018, adv 0.00406561862232957, acc 0.10882675438596491
Epoch 10: train loss 4.060450553894043, test loss 3.879183292388916, adv 0.0007540571345653335, acc 0.11266447368421052
Epoch 11: train loss 3.6007862091064453, test loss 3.6714279651641846, adv 0.0006617564455428382, acc 0.14021381578947367
Epoch 12: train loss 3.6264047622680664, test loss 3.600680351257324, adv -0.002210535677507508, acc 0.16885964912280702
Epoch 13: train loss 3.375302314758301, test loss 3.5286850929260254, adv 0.0034767080454605193, acc 0.18174342105263158
Epoch 14: train loss 3.4275877475738525, test loss 3.5294182300567627, adv 0.002652584302271166, acc 0.1787280701754386
Epoch 15: train loss 3.576385498046875, test loss 3.4193201065063477, adv -0.005296977101237554, acc 0.19791666666666666
Epoch 16: train loss 3.225338935852051, test loss 3.3742237091064453, adv -0.0032235028272388777, acc 0.21038925438596492
Epoch 17: train loss 3.5446650981903076, test loss 3.3605146408081055, adv -0.002017450242468466, acc 0.21025219298245615
Epoch 18: train loss 3.929710865020752, test loss 3.9198453426361084, adv 0.0037063626916811754, acc 0.11225328947368421
Epoch 19: train loss 3.4145379066467285, test loss 3.6851189136505127, adv 0.006367577327791196, acc 0.1347313596491228
model: 1, 2, 64 begin
Epoch 0: train loss 3.4677743911743164, test loss 3.595890522003174, adv 0.0008858525716639587, acc 0.15885416666666666
Epoch 1: train loss 3.6180317401885986, test loss 3.3068017959594727, adv -0.0022354027411111144, acc 0.2314967105263158
Epoch 2: train loss 3.725910186767578, test loss 3.614145517349243, adv 0.0038892087475893566, acc 0.16186951754385964
Epoch 3: train loss 3.500305414199829, test loss 3.589902639389038, adv 0.012457082373757256, acc 0.1884594298245614
Epoch 4: train loss 3.3978617191314697, test loss 3.2239811420440674, adv -0.00033248726806345275, acc 0.23094846491228072
Epoch 5: train loss 3.3169901371002197, test loss 3.079998016357422, adv -0.00018913596023140133, acc 0.25671600877192985
Epoch 6: train loss 2.6812992095947266, test loss 3.025771141052246, adv -0.0021641659177292216, acc 0.2654879385964912
Epoch 7: train loss 2.9688022136688232, test loss 3.114654779434204, adv 0.0012060525847703563, acc 0.2480811403508772
Epoch 8: train loss 3.1599013805389404, test loss 2.9642884731292725, adv 0.005381086286955439, acc 0.2787828947368421
Epoch 9: train loss 3.147219181060791, test loss 2.941356897354126, adv 0.003194832565672434, acc 0.2786458333333333
Epoch 10: train loss 3.1511902809143066, test loss 3.085397958755493, adv 0.0020714263981725933, acc 0.25808662280701755
Epoch 11: train loss 3.862776517868042, test loss 3.772876739501953, adv 0.021745223183358642, acc 0.13322368421052633
Epoch 12: train loss 3.5994391441345215, test loss 3.361316204071045, adv 0.0022921581568650096, acc 0.20545504385964913
Epoch 13: train loss 3.0641825199127197, test loss 3.190112829208374, adv 0.0027859887846617415, acc 0.22299890350877194
Epoch 14: train loss 3.22222900390625, test loss 3.1095221042633057, adv 0.007165810069463929, acc 0.24465460526315788
Epoch 15: train loss 3.3570234775543213, test loss 3.212293863296509, adv 0.020087175148383207, acc 0.21724232456140352
Epoch 16: train loss 2.8264386653900146, test loss 3.0693130493164062, adv 0.014650503660431746, acc 0.25603070175438597
Epoch 17: train loss 2.8647117614746094, test loss 3.057283639907837, adv 0.013506618734670184, acc 0.25753837719298245
Epoch 18: train loss 3.2687973976135254, test loss 3.0808141231536865, adv 0.0038318682244564695, acc 0.24246162280701755
Epoch 19: train loss 2.497342109680176, test loss 3.035548210144043, adv 0.0031054574135445656, acc 0.25466008771929827
model: 1, 5, 64 begin
Epoch 0: train loss 3.953213691711426, test loss 4.124301433563232, adv 0.004393571308206445, acc 0.0956688596491228
Epoch 1: train loss 4.154629230499268, test loss 3.9567956924438477, adv 0.005581924394764903, acc 0.1034813596491228
Epoch 2: train loss 4.007205963134766, test loss 3.7556090354919434, adv -0.004086536211125424, acc 0.1215734649122807
Epoch 3: train loss 4.017203330993652, test loss 4.021449565887451, adv 0.007313403405793006, acc 0.09731359649122807
Epoch 4: train loss 4.807050704956055, test loss 4.753044605255127, adv 0.01149896904079839, acc 0.08977521929824561
Epoch 5: train loss 5.022517204284668, test loss 4.753044605255127, adv 0.011910738358703599, acc 0.08977521929824561
Epoch 6: train loss 4.734121322631836, test loss 4.753044605255127, adv 0.010267903115579846, acc 0.08977521929824561
Epoch 7: train loss 4.261063098907471, test loss 4.753044605255127, adv 0.009708979291879638, acc 0.08977521929824561
Epoch 8: train loss 4.345250129699707, test loss 4.753044605255127, adv 0.011297838379299374, acc 0.08977521929824561
Epoch 9: train loss 4.803313255310059, test loss 4.753044605255127, adv 0.011500578086090285, acc 0.08977521929824561
Epoch 10: train loss 4.254396915435791, test loss 4.753044605255127, adv 0.009523500252766437, acc 0.08977521929824561
Epoch 11: train loss 4.566554546356201, test loss 4.753044605255127, adv 0.010724725701660776, acc 0.08977521929824561
